trial_id,condition_role,outcome,physical_success,expected_outcome_met,maximum_certified_force_n,maximum_actual_future_pad_force_n,maximum_forward_com_motion_m,maximum_next_foot_clearance_m,final_forward_com_motion_m,simultaneous_progress_min_forward_m,simultaneous_progress_max_forward_m,simultaneous_progress_hold_s,probe_time_s,additional_probe_count,recovery_unload_delay_s,recovery_stable_hold_s
rl_layout_b_capacity32_adaptive_probe_seed101,held_out,SUCCESS,True,True,22.830065505633304,16.27510494211532,0.04310894828185561,0.02901402936991096,0.04116484524134362,0.04103347584896424,0.04116484524134362,2.9640000000036197,8.206,0,,0.0
rl_layout_b_capacity32_adaptive_probe_seed509,held_out,SUCCESS,True,True,22.827357158010603,16.274168073594048,0.043108750281926594,0.029013726834058784,0.04116414175524746,0.04103262711905211,0.04116414175524746,2.9640000000036197,8.206,0,,0.0
rl_additional_test_capacity56_fixed_probe_seed101,held_out,SAFE_STOP,False,True,10.534579500350223,2.4548946573803567,0.0013321306661082527,-3.430742247707841e-05,0.0010577454943072606,,,0.0,8.206,0,,0.0
rl_additional_test_capacity56_fixed_probe_seed509,held_out,SAFE_STOP,False,True,10.529143695031953,2.448430782324973,0.0013191589293378436,-3.299702267005322e-05,0.0010436199056839818,,,0.0,8.206,0,,0.0
rl_additional_test_capacity56_adaptive_force_fixed_posture_seed101,held_out,SUCCESS,True,True,32.31339452048561,25.607037826017258,0.042983869295751695,0.029289307081899377,0.042055355357723326,0.04186580509892896,0.042055355357723326,2.9440000000035953,20.706,1,,0.0
rl_additional_test_capacity56_adaptive_force_fixed_posture_seed509,held_out,SUCCESS,True,True,32.34872242579439,25.577388196001753,0.04298442568053265,0.029289826182039624,0.04205866576214137,0.0418692667159903,0.04205866576214137,2.9440000000035953,20.706,1,,0.0
rl_additional_test_capacity56_adaptive_probe_seed101,held_out,SUCCESS,True,True,32.31339452048561,25.607037826017258,0.042983869295751695,0.029289307081899377,0.042055355357723326,0.04186580509892896,0.042055355357723326,2.9440000000035953,20.706,1,,0.0
rl_additional_test_capacity56_adaptive_probe_seed509,held_out,SUCCESS,True,True,32.34872242579439,25.577388196001753,0.04298442568053265,0.029289826182039624,0.04205866576214137,0.0418692667159903,0.04205866576214137,2.9440000000035953,20.706,1,,0.0
fr_necessary_a_capacity66_fixed_probe_seed101,held_out,SAFE_STOP,False,True,11.823535845532845,2.701854655675396,0.0015309052969440518,1.33334870165841e-05,0.0015309052969440518,,,0.0,8.206,0,,0.0
fr_necessary_a_capacity66_fixed_probe_seed509,held_out,SAFE_STOP,False,True,11.848312463504435,2.700772867786576,0.0015265143971173317,1.4238756785245332e-05,0.0015265143971173317,,,0.0,8.206,0,,0.0
fr_necessary_a_capacity66_adaptive_force_fixed_posture_seed101,held_out,SAFE_STOP,False,True,11.823535845532845,2.701854655675396,0.0015309052969440518,1.33334870165841e-05,0.0015309052969440518,,,0.0,8.206,0,,0.0
fr_necessary_a_capacity66_adaptive_force_fixed_posture_seed509,held_out,SAFE_STOP,False,True,11.848312463504435,2.700772867786576,0.0015265143971173317,1.4238756785245332e-05,0.0015265143971173317,,,0.0,8.206,0,,0.0
fr_necessary_a_capacity66_adaptive_probe_seed101,held_out,SUCCESS,True,True,52.043971567485855,39.57850788763948,0.09211288062044799,0.029673307225476286,0.039896564351503905,0.039896564351503905,0.04046849182168783,3.122000000003813,21.348,1,,0.0
fr_necessary_a_capacity66_adaptive_probe_seed509,held_out,SUCCESS,True,True,52.06602982443559,39.55562625922239,0.09212352599157177,0.02967329353455997,0.03989659882093842,0.03989659882093842,0.04046850190712328,3.122000000003813,21.346,1,,0.0
fr_necessary_a_capacity34_fixed_probe_seed101,held_out,SAFE_STOP,False,True,11.823535845532845,2.701854655675396,0.0015309052969440518,1.33334870165841e-05,0.0015309052969440518,,,0.0,8.206,0,,0.0
fr_necessary_a_capacity34_fixed_probe_seed509,held_out,SAFE_STOP,False,True,11.848312463504435,2.700772867786576,0.0015265143971173317,1.4238756785245332e-05,0.0015265143971173317,,,0.0,8.206,0,,0.0
fr_necessary_a_capacity34_adaptive_force_fixed_posture_seed101,held_out,SAFE_STOP,False,True,11.823535845532845,2.701854655675396,0.0015309052969440518,1.33334870165841e-05,0.0015309052969440518,,,0.0,8.206,0,,0.0
fr_necessary_a_capacity34_adaptive_force_fixed_posture_seed509,held_out,SAFE_STOP,False,True,11.848312463504435,2.700772867786576,0.0015265143971173317,1.4238756785245332e-05,0.0015265143971173317,,,0.0,8.206,0,,0.0
fr_necessary_a_capacity34_adaptive_probe_seed101,held_out,RECOVERED_STOP,False,True,11.823535845532845,,,,0.08665561200680792,,,0.0,15.346,1,0.0,3.320000000004055
fr_necessary_a_capacity34_adaptive_probe_seed509,held_out,RECOVERED_STOP,False,True,11.848312463504435,,,,0.08666477889437536,,,0.0,15.344000000000001,1,0.0,3.3240000000040597
fr_necessary_b_capacity62_fixed_probe_seed101,held_out,SAFE_STOP,False,True,10.509710938437186,2.4987728132734537,0.0019253011930912833,-4.56537741456986e-05,0.001808423101626877,,,0.0,8.206,0,,0.0
fr_necessary_b_capacity62_fixed_probe_seed509,held_out,SAFE_STOP,False,True,10.493456232478128,2.480190813368309,0.0019062339532350814,-4.28793437512176e-05,0.0017861604148698695,,,0.0,8.206,0,,0.0
fr_necessary_b_capacity62_adaptive_force_fixed_posture_seed101,held_out,SAFE_STOP,False,True,10.509710938437186,2.4987728132734537,0.0019253011930912833,-4.56537741456986e-05,0.001808423101626877,,,0.0,8.206,0,,0.0
fr_necessary_b_capacity62_adaptive_force_fixed_posture_seed509,held_out,SAFE_STOP,False,True,10.493456232478128,2.480190813368309,0.0019062339532350814,-4.28793437512176e-05,0.0017861604148698695,,,0.0,8.206,0,,0.0
fr_necessary_b_capacity62_adaptive_probe_seed101,held_out,SUCCESS,True,True,51.63274298108838,40.900886739144894,0.08980295411651992,0.0296589718750008,0.03988497663257899,0.03988497663257899,0.04043559110912328,3.122000000003813,21.458000000000002,1,,0.0
fr_necessary_b_capacity62_adaptive_probe_seed509,held_out,SUCCESS,True,True,51.61541690643489,40.93829971498142,0.08977032816866615,0.029658823539918305,0.03988415004142683,0.03988415004142683,0.04043477468493567,3.122000000003813,21.462,1,,0.0
fr_necessary_b_capacity29_fixed_probe_seed101,held_out,SAFE_STOP,False,True,10.509710938437186,2.4987728132734537,0.0019253011930912833,-4.56537741456986e-05,0.001808423101626877,,,0.0,8.206,0,,0.0
fr_necessary_b_capacity29_fixed_probe_seed509,held_out,SAFE_STOP,False,True,10.493456232478128,2.480190813368309,0.0019062339532350814,-4.28793437512176e-05,0.0017861604148698695,,,0.0,8.206,0,,0.0
fr_necessary_b_capacity29_adaptive_force_fixed_posture_seed101,held_out,SAFE_STOP,False,True,10.509710938437186,2.4987728132734537,0.0019253011930912833,-4.56537741456986e-05,0.001808423101626877,,,0.0,8.206,0,,0.0
fr_necessary_b_capacity29_adaptive_force_fixed_posture_seed509,held_out,SAFE_STOP,False,True,10.493456232478128,2.480190813368309,0.0019062339532350814,-4.28793437512176e-05,0.0017861604148698695,,,0.0,8.206,0,,0.0
fr_necessary_b_capacity29_adaptive_probe_seed101,held_out,RECOVERED_STOP,False,True,10.509710938437186,,,,0.0836188234872085,,,0.0,15.252,1,0.0,3.3140000000040475
fr_necessary_b_capacity29_adaptive_probe_seed509,held_out,RECOVERED_STOP,False,True,10.493456232478128,,,,0.08358166569815778,,,0.0,15.256,1,0.0,3.312000000004045
fr_no_safe_test_capacity80_fixed_probe_seed101,held_out,SAFE_STOP,False,True,19.85303580625395,11.850841022332155,0.0014245269075917333,0.0003962158818009709,0.0013437547202284211,,,0.0,8.206,0,,0.0
fr_no_safe_test_capacity80_fixed_probe_seed509,held_out,SAFE_STOP,False,True,19.8749688109917,11.872990320495116,0.0014236396792912248,0.0003976982498989784,0.0013440762582280774,,,0.0,8.206,0,,0.0
fr_no_safe_test_capacity80_adaptive_force_fixed_posture_seed101,held_out,SAFE_STOP,False,True,19.85303580625395,11.850841022332155,0.0014245269075917333,0.0003962158818009709,0.0013437547202284211,,,0.0,8.206,0,,0.0
fr_no_safe_test_capacity80_adaptive_force_fixed_posture_seed509,held_out,SAFE_STOP,False,True,19.8749688109917,11.872990320495116,0.0014236396792912248,0.0003976982498989784,0.0013440762582280774,,,0.0,8.206,0,,0.0
fr_no_safe_test_capacity80_adaptive_probe_seed101,held_out,SAFE_STOP,False,True,19.85303580625395,11.850841022332155,0.0014245269075917333,0.0003962158818009709,0.0013437547202284211,,,0.0,8.206,0,,0.0
fr_no_safe_test_capacity80_adaptive_probe_seed509,held_out,SAFE_STOP,False,True,19.8749688109917,11.872990320495116,0.0014236396792912248,0.0003976982498989784,0.0013440762582280774,,,0.0,8.206,0,,0.0
